Country,Confirmed,Deaths,Recovered,Active,REPORT_DATE,NEW_CONFIRM,NEW_DEATH,NEW_RECOV,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,Confirmed last week,WEEKLY_INC,1 week % increase,WEEK_START,WHO_Region,Population,ISO_CODE,GDP,CEOworld_Healthcare_Index,Vaccine_Policy,VAC_NAME,DOSE_AMOUNT,VAC_START_DAY,USAGE_PERC
Egypt,92482,4652,34838,52992,3/28/2026,420,46,1007,5.03,37.67,13.35,88402,4080,4.62,3/29/2026,Eastern Mediterranean,120101175,EGY,399508,47.9,Recommended,AstraZeneca,2,3/11/2022,46
Egypt,92482,4652,34838,52992,3/25/2026,420,46,1007,5.03,37.67,13.35,88402,4080,4.62,3/29/2026,Eastern Mediterranean,120101175,EGY,399508,47.9,Voluntary,Moderna,2,12/12/2021,30
El Salvador,15035,408,7778,6849,3/23/2026,405,8,130,2.71,51.73,5.25,12207,2828,23.17,3/29/2026,Americas,6391253,SLV,37981,,Voluntary,Moderna,2,1/19/2022,19
El Salvador,15035,408,7778,6849,3/24/2026,405,8,130,2.71,51.73,5.25,12207,2828,23.17,3/29/2026,Americas,6391253,SLV,37981,,Age-Based Priority,AstraZeneca,2,6/15/2021,51
El Salvador,15035,408,7778,6849,3/29/2026,405,8,130,2.71,51.73,5.25,12207,2828,23.17,3/29/2026,Americas,6391253,SLV,37981,,Voluntary,Sinovac,2,6/14/2022,29
El Salvador,15035,408,7778,6849,3/27/2026,405,8,130,2.71,51.73,5.25,12207,2828,23.17,3/29/2026,Americas,6391253,SLV,37981,,Recommended,Johnson&Johnson,1,10/19/2022,47
Equatorial Guinea,3071,51,842,2178,3/27/2026,0,0,0,1.66,27.42,6.06,3071,0,0,3/29/2026,Africa,1984468,GNQ,14103,,Age-Based Priority,AstraZeneca,2,12/2/2020,61
Eritrea,265,0,191,74,4/4/2026,2,0,2,0,72.08,0,251,14,5.58,3/29/2026,Africa,3682669,ERI,,,Age-Based Priority,AstraZeneca,2,6/26/2021,67
Eritrea,265,0,191,74,3/24/2026,2,0,2,0,72.08,0,251,14,5.58,3/29/2026,Africa,3682669,ERI,,,Voluntary,Moderna,2,11/3/2021,39
Estonia,2034,69,1923,42,3/25/2026,0,0,1,3.39,94.54,3.59,2021,13,0.64,3/29/2026,Europe,1331062,EST,51036,75.2,Recommended,Moderna,2,3/23/2021,60
Estonia,2034,69,1923,42,3/24/2026,0,0,1,3.39,94.54,3.59,2021,13,0.64,3/29/2026,Europe,1331062,EST,51036,75.2,Healthcare Priority,Pfizer,2,6/14/2022,41
Estonia,2034,69,1923,42,3/31/2026,0,0,1,3.39,94.54,3.59,2021,13,0.64,3/29/2026,Europe,1331062,EST,51036,75.2,Mandatory,Sinovac,2,4/14/2022,51
Eswatini,2316,34,1025,1257,4/1/2026,109,2,39,1.47,44.26,3.32,1826,490,26.83,3/29/2026,Africa,1269859,SWZ,5495,,Healthcare Priority,AstraZeneca,2,7/16/2021,39
Eswatini,2316,34,1025,1257,3/31/2026,109,2,39,1.47,44.26,3.32,1826,490,26.83,3/29/2026,Africa,1269859,SWZ,5495,,Healthcare Priority,Sinovac,2,7/8/2021,49
Ethiopia,14547,228,6386,7933,3/27/2026,579,5,170,1.57,43.9,3.57,10207,4340,42.52,3/29/2026,Africa,138902185,ETH,125744,,Age-Based Priority,Sinovac,2,8/17/2022,86
Ethiopia,14547,228,6386,7933,3/30/2026,579,5,170,1.57,43.9,3.57,10207,4340,42.52,3/29/2026,Africa,138902185,ETH,125744,,Voluntary,Johnson&Johnson,1,12/28/2021,70
Ethiopia,14547,228,6386,7933,4/3/2026,579,5,170,1.57,43.9,3.57,10207,4340,42.52,3/29/2026,Africa,138902185,ETH,125744,,Healthcare Priority,Pfizer,2,6/17/2022,40
Ethiopia,14547,228,6386,7933,3/25/2026,579,5,170,1.57,43.9,3.57,10207,4340,42.52,3/29/2026,Africa,138902185,ETH,125744,,Voluntary,Moderna,2,8/6/2021,34
Fiji,27,0,18,9,3/27/2026,0,0,0,0,66.67,0,27,0,0,3/29/2026,Western Pacific,937282,FJI,6696,,Healthcare Priority,Pfizer,2,11/28/2021,79
Fiji,27,0,18,9,3/25/2026,0,0,0,0,66.67,0,27,0,0,3/29/2026,Western Pacific,937282,FJI,6696,,Age-Based Priority,Moderna,2,5/1/2021,83
Fiji,27,0,18,9,4/4/2026,0,0,0,0,66.67,0,27,0,0,3/29/2026,Western Pacific,937282,FJI,6696,,Age-Based Priority,AstraZeneca,2,7/19/2022,77
Finland,7398,329,6920,149,4/1/2026,5,0,0,4.45,93.54,4.75,7340,58,0.79,3/29/2026,Europe,5621739,FIN,335534,77.6,Mandatory,Sinovac,2,10/3/2021,50
Finland,7398,329,6920,149,4/3/2026,5,0,0,4.45,93.54,4.75,7340,58,0.79,3/29/2026,Europe,5621739,FIN,335534,77.6,Age-Based Priority,AstraZeneca,2,9/8/2021,48
Finland,7398,329,6920,149,3/28/2026,5,0,0,4.45,93.54,4.75,7340,58,0.79,3/29/2026,Europe,5621739,FIN,335534,77.6,Age-Based Priority,Moderna,2,6/7/2022,20
France,220352,30212,81212,108928,3/24/2026,2551,17,267,13.71,36.86,37.2,214023,6329,2.96,3/29/2026,Europe,66746401,FRA,3558562,77,Recommended,Moderna,2,7/20/2022,11
France,220352,30212,81212,108928,4/4/2026,2551,17,267,13.71,36.86,37.2,214023,6329,2.96,3/29/2026,Europe,66746401,FRA,3558562,77,Healthcare Priority,AstraZeneca,2,6/19/2021,82
France,220352,30212,81212,108928,3/30/2026,2551,17,267,13.71,36.86,37.2,214023,6329,2.96,3/29/2026,Europe,66746401,FRA,3558562,77,Healthcare Priority,Pfizer,2,11/10/2022,19
France,220352,30212,81212,108928,3/29/2026,2551,17,267,13.71,36.86,37.2,214023,6329,2.96,3/29/2026,Europe,66746401,FRA,3558562,77,Voluntary,Sinovac,2,10/30/2022,21
Gabon,7189,49,4682,2458,3/31/2026,205,0,219,0.68,65.13,1.05,6433,756,11.75,3/29/2026,Africa,2647399,GAB,22726,,Mandatory,Moderna,2,12/2/2022,46
Gambia,326,8,66,252,3/28/2026,49,2,6,2.45,20.25,12.12,112,214,191.07,3/29/2026,Africa,2884079,GMB,2672,,Voluntary,AstraZeneca,2,12/28/2020,42
Gambia,326,8,66,252,3/23/2026,49,2,6,2.45,20.25,12.12,112,214,191.07,3/29/2026,Africa,2884079,GMB,2672,,Age-Based Priority,Johnson&Johnson,1,10/6/2022,34
Gambia,326,8,66,252,4/2/2026,49,2,6,2.45,20.25,12.12,112,214,191.07,3/29/2026,Africa,2884079,GMB,2672,,Mandatory,Moderna,2,5/3/2022,39
Gambia,326,8,66,252,3/29/2026,49,2,6,2.45,20.25,12.12,112,214,191.07,3/29/2026,Africa,2884079,GMB,2672,,Voluntary,Pfizer,2,11/17/2022,83
Georgia,1137,16,922,199,3/29/2026,6,0,2,1.41,81.09,1.74,1039,98,9.43,3/29/2026,Europe,3804642,GEO,40177,56.3,Age-Based Priority,Johnson&Johnson,1,1/2/2022,69
Georgia,1137,16,922,199,3/27/2026,6,0,2,1.41,81.09,1.74,1039,98,9.43,3/29/2026,Europe,3804642,GEO,40177,56.3,Age-Based Priority,AstraZeneca,2,9/16/2021,46
Georgia,1137,16,922,199,3/26/2026,6,0,2,1.41,81.09,1.74,1039,98,9.43,3/29/2026,Europe,3804642,GEO,40177,56.3,Age-Based Priority,Moderna,2,5/14/2021,76
Germany,207112,9125,190314,7673,3/27/2026,445,1,259,4.41,91.89,4.79,203325,3787,1.86,3/29/2026,Europe,83644258,DEU,5328184,72.4,Age-Based Priority,Johnson&Johnson,1,5/4/2022,21
Ghana,33624,168,29801,3655,3/23/2026,655,0,307,0.5,88.63,0.56,28430,5194,18.27,3/29/2026,Africa,35697557,GHA,113494,57,Recommended,Sinovac,2,12/9/2020,16
Ghana,33624,168,29801,3655,3/24/2026,655,0,307,0.5,88.63,0.56,28430,5194,18.27,3/29/2026,Africa,35697557,GHA,113494,57,Recommended,Moderna,2,2/20/2022,19
Ghana,33624,168,29801,3655,3/31/2026,655,0,307,0.5,88.63,0.56,28430,5194,18.27,3/29/2026,Africa,35697557,GHA,113494,57,Voluntary,Pfizer,2,7/29/2022,22
Ghana,33624,168,29801,3655,4/2/2026,655,0,307,0.5,88.63,0.56,28430,5194,18.27,3/29/2026,Africa,35697557,GHA,113494,57,Voluntary,AstraZeneca,2,8/27/2022,47
Greece,4227,202,1374,2651,3/30/2026,34,0,0,4.78,32.51,14.7,4012,215,5.36,3/29/2026,Europe,9897115,GRC,304838,58.9,Voluntary,Moderna,2,6/9/2022,13
Greenland,14,0,13,1,3/24/2026,1,0,0,0,92.86,0,13,1,7.69,3/29/2026,Europe,55629,GRL,,,Healthcare Priority,Johnson&Johnson,1,9/3/2022,79
Greenland,14,0,13,1,3/23/2026,1,0,0,0,92.86,0,13,1,7.69,3/29/2026,Europe,55629,GRL,,,Age-Based Priority,Moderna,2,2/7/2021,44
Greenland,14,0,13,1,3/27/2026,1,0,0,0,92.86,0,13,1,7.69,3/29/2026,Europe,55629,GRL,,,Healthcare Priority,Sinovac,2,1/5/2021,91
Greenland,14,0,13,1,3/31/2026,1,0,0,0,92.86,0,13,1,7.69,3/29/2026,Europe,55629,GRL,,,Healthcare Priority,Pfizer,2,9/23/2021,36
Grenada,23,0,23,0,3/23/2026,0,0,0,0,100,0,23,0,0,3/29/2026,Americas,117362,GRD,1524,,Age-Based Priority,Sinovac,2,11/23/2021,78
Grenada,23,0,23,0,3/26/2026,0,0,0,0,100,0,23,0,0,3/29/2026,Americas,117362,GRD,1524,,Voluntary,Johnson&Johnson,1,3/4/2022,67
Guatemala,45309,1761,32455,11093,3/23/2026,256,27,843,3.89,71.63,5.43,39039,6270,16.06,3/29/2026,Americas,18967978,GTM,129466,67.2,Mandatory,Pfizer,2,9/30/2022,28
Guinea,7055,45,6257,753,3/25/2026,47,2,105,0.64,88.69,0.72,6590,465,7.06,3/29/2026,Africa,15441993,GIN,30922,,Mandatory,Moderna,2,4/22/2021,78
Guinea-Bissau,1954,26,803,1125,3/25/2026,0,0,0,1.33,41.1,3.24,1949,5,0.26,3/29/2026,Africa,2297808,GNB,2764,,Healthcare Priority,AstraZeneca,2,4/3/2021,34
Guyana,389,20,181,188,3/27/2026,19,0,0,5.14,46.53,11.05,337,52,15.43,3/29/2026,Americas,840890,GUY,27486,,Mandatory,Johnson&Johnson,1,3/9/2021,73
Guyana,389,20,181,188,4/4/2026,19,0,0,5.14,46.53,11.05,337,52,15.43,3/29/2026,Americas,840890,GUY,27486,,Age-Based Priority,AstraZeneca,2,3/17/2022,53
Guyana,389,20,181,188,3/28/2026,19,0,0,5.14,46.53,11.05,337,52,15.43,3/29/2026,Americas,840890,GUY,27486,,Age-Based Priority,Sinovac,2,4/13/2022,14
Haiti,7340,158,4365,2817,3/26/2026,25,1,0,2.15,59.47,3.62,7053,287,4.07,3/29/2026,Americas,12037506,HTI,31097,,Recommended,Pfizer,2,3/12/2022,70
Haiti,7340,158,4365,2817,3/31/2026,25,1,0,2.15,59.47,3.62,7053,287,4.07,3/29/2026,Americas,12037506,HTI,31097,,Voluntary,AstraZeneca,2,3/20/2021,54
Haiti,7340,158,4365,2817,3/27/2026,25,1,0,2.15,59.47,3.62,7053,287,4.07,3/29/2026,Americas,12037506,HTI,31097,,Voluntary,Johnson&Johnson,1,6/15/2022,49
Holy See,12,0,12,0,3/31/2026,0,0,0,0,100,0,12,0,0,3/29/2026,Europe,506,VAT,30461,,Mandatory,Moderna,2,12/25/2020,41
Holy See,12,0,12,0,3/29/2026,0,0,0,0,100,0,12,0,0,3/29/2026,Europe,506,VAT,30461,,Voluntary,AstraZeneca,2,6/18/2021,79
Holy See,12,0,12,0,4/3/2026,0,0,0,0,100,0,12,0,0,3/29/2026,Europe,506,VAT,30461,,Recommended,Johnson&Johnson,1,1/17/2022,40
Honduras,39741,1166,5039,33536,3/27/2026,465,50,117,2.93,12.68,23.14,34611,5130,14.82,3/29/2026,Americas,11184760,HND,40821,,Voluntary,Pfizer,2,2/28/2021,58
Hungary,4448,596,3329,523,3/31/2026,13,0,0,13.4,74.84,17.9,4339,109,2.51,3/29/2026,Europe,9585818,HUN,269916,54.2,Mandatory,Johnson&Johnson,1,10/7/2022,92
Iceland,1854,10,1823,21,4/2/2026,7,0,0,0.54,98.33,0.55,1839,15,0.82,3/29/2026,Europe,402329,ISL,43404,69.1,Healthcare Priority,Pfizer,2,10/7/2022,92
Iceland,1854,10,1823,21,3/23/2026,7,0,0,0.54,98.33,0.55,1839,15,0.82,3/29/2026,Europe,402329,ISL,43404,69.1,Voluntary,Sinovac,2,1/13/2022,85
Iceland,1854,10,1823,21,3/22/2026,7,0,0,0.54,98.33,0.55,1839,15,0.82,3/29/2026,Europe,402329,ISL,43404,69.1,Voluntary,Johnson&Johnson,1,1/21/2022,16
India,1480073,33408,951166,495499,4/4/2026,44457,637,33598,2.26,64.26,3.51,1155338,324735,28.11,3/29/2026,South-East Asia,1476625576,IND,4515629,65.5,Recommended,AstraZeneca,2,7/27/2021,88
India,1480073,33408,951166,495499,3/23/2026,44457,637,33598,2.26,64.26,3.51,1155338,324735,28.11,3/29/2026,South-East Asia,1476625576,IND,4515629,65.5,Recommended,Moderna,2,9/29/2022,78
India,1480073,33408,951166,495499,3/28/2026,44457,637,33598,2.26,64.26,3.51,1155338,324735,28.11,3/29/2026,South-East Asia,1476625576,IND,4515629,65.5,Healthcare Priority,Johnson&Johnson,1,8/12/2022,13
India,1480073,33408,951166,495499,3/22/2026,44457,637,33598,2.26,64.26,3.51,1155338,324735,28.11,3/29/2026,South-East Asia,1476625576,IND,4515629,65.5,Healthcare Priority,Pfizer,2,3/26/2021,58
Indonesia,100303,4838,58173,37292,3/24/2026,1525,57,1518,4.82,58,8.32,88214,12089,13.7,3/29/2026,South-East Asia,287886782,IDN,1550236,61.2,Recommended,Moderna,2,6/11/2022,34
Iran,293606,15912,255144,22550,3/22/2026,2434,212,1931,5.42,86.9,6.24,276202,17404,6.3,3/29/2026,Eastern Mediterranean,93168497,IRN,375644,52.8,Age-Based Priority,Pfizer,2,2/1/2022,74
Iran,293606,15912,255144,22550,4/1/2026,2434,212,1931,5.42,86.9,6.24,276202,17404,6.3,3/29/2026,Eastern Mediterranean,93168497,IRN,375644,52.8,Voluntary,AstraZeneca,2,5/12/2022,32
Iran,293606,15912,255144,22550,4/2/2026,2434,212,1931,5.42,86.9,6.24,276202,17404,6.3,3/29/2026,Eastern Mediterranean,93168497,IRN,375644,52.8,Recommended,Moderna,2,10/11/2021,74
Iran,293606,15912,255144,22550,4/4/2026,2434,212,1931,5.42,86.9,6.24,276202,17404,6.3,3/29/2026,Eastern Mediterranean,93168497,IRN,375644,52.8,Healthcare Priority,Sinovac,2,10/17/2021,21
Iraq,112585,4458,77144,30983,3/31/2026,2553,96,1927,3.96,68.52,5.78,94693,17892,18.89,3/29/2026,Eastern Mediterranean,48007437,IRQ,273912,46.5,Age-Based Priority,Pfizer,2,3/13/2022,42
Iraq,112585,4458,77144,30983,4/2/2026,2553,96,1927,3.96,68.52,5.78,94693,17892,18.89,3/29/2026,Eastern Mediterranean,48007437,IRQ,273912,46.5,Healthcare Priority,Moderna,2,8/17/2022,14
Iraq,112585,4458,77144,30983,4/1/2026,2553,96,1927,3.96,68.52,5.78,94693,17892,18.89,3/29/2026,Eastern Mediterranean,48007437,IRQ,273912,46.5,Voluntary,AstraZeneca,2,3/6/2022,70
Iraq,112585,4458,77144,30983,3/30/2026,2553,96,1927,3.96,68.52,5.78,94693,17892,18.89,3/29/2026,Eastern Mediterranean,48007437,IRQ,273912,46.5,Age-Based Priority,Johnson&Johnson,1,2/13/2021,27
Ireland,25892,1764,23364,764,3/23/2026,11,0,0,6.81,90.24,7.55,25766,126,0.49,3/29/2026,Europe,5356950,IRL,750112,51.2,Mandatory,Johnson&Johnson,1,4/14/2021,80
Ireland,25892,1764,23364,764,4/2/2026,11,0,0,6.81,90.24,7.55,25766,126,0.49,3/29/2026,Europe,5356950,IRL,750112,51.2,Healthcare Priority,Pfizer,2,4/20/2021,20
Ireland,25892,1764,23364,764,4/3/2026,11,0,0,6.81,90.24,7.55,25766,126,0.49,3/29/2026,Europe,5356950,IRL,750112,51.2,Voluntary,AstraZeneca,2,11/18/2022,13
Israel,63985,474,27133,36378,4/2/2026,2029,4,108,0.74,42.41,1.75,52003,11982,23.04,3/29/2026,Europe,9647689,ISR,666407,73.4,Voluntary,Moderna,2,5/4/2022,78
Italy,246286,35112,198593,12581,3/23/2026,168,5,147,14.26,80.64,17.68,244624,1662,0.68,3/29/2026,Europe,58926166,ITA,2701544,64.9,Age-Based Priority,Sinovac,2,12/28/2022,23
Italy,246286,35112,198593,12581,4/4/2026,168,5,147,14.26,80.64,17.68,244624,1662,0.68,3/29/2026,Europe,58926166,ITA,2701544,64.9,Age-Based Priority,Pfizer,2,11/1/2022,19
Italy,246286,35112,198593,12581,3/28/2026,168,5,147,14.26,80.64,17.68,244624,1662,0.68,3/29/2026,Europe,58926166,ITA,2701544,64.9,Mandatory,Johnson&Johnson,1,5/13/2021,79
Italy,246286,35112,198593,12581,4/1/2026,168,5,147,14.26,80.64,17.68,244624,1662,0.68,3/29/2026,Europe,58926166,ITA,2701544,64.9,Age-Based Priority,AstraZeneca,2,12/24/2021,69
Jamaica,853,10,714,129,4/1/2026,11,0,0,1.17,83.7,1.4,809,44,5.44,3/29/2026,Americas,2833403,JAM,24132,,Voluntary,Pfizer,2,3/12/2022,54
Jamaica,853,10,714,129,3/25/2026,11,0,0,1.17,83.7,1.4,809,44,5.44,3/29/2026,Americas,2833403,JAM,24132,,Voluntary,Moderna,2,12/19/2020,63
Japan,31142,998,21970,8174,4/1/2026,594,0,364,3.2,70.55,4.54,25706,5436,21.15,3/29/2026,Western Pacific,122427731,JPN,4463634,80.1,Voluntary,Johnson&Johnson,1,3/4/2021,27
Japan,31142,998,21970,8174,3/27/2026,594,0,364,3.2,70.55,4.54,25706,5436,21.15,3/29/2026,Western Pacific,122427731,JPN,4463634,80.1,Recommended,Pfizer,2,4/26/2021,71
Jordan,1176,11,1041,124,3/28/2026,8,0,0,0.94,88.52,1.06,1223,-47,-3.84,3/29/2026,Eastern Mediterranean,11589532,JOR,59288,65.6,Recommended,Johnson&Johnson,1,6/26/2021,17
Jordan,1176,11,1041,124,4/3/2026,8,0,0,0.94,88.52,1.06,1223,-47,-3.84,3/29/2026,Eastern Mediterranean,11589532,JOR,59288,65.6,Voluntary,Sinovac,2,6/29/2021,48
Jordan,1176,11,1041,124,4/4/2026,8,0,0,0.94,88.52,1.06,1223,-47,-3.84,3/29/2026,Eastern Mediterranean,11589532,JOR,59288,65.6,Age-Based Priority,Moderna,2,12/6/2022,86
Jordan,1176,11,1041,124,3/30/2026,8,0,0,0.94,88.52,1.06,1223,-47,-3.84,3/29/2026,Eastern Mediterranean,11589532,JOR,59288,65.6,Mandatory,AstraZeneca,2,1/10/2022,91
Kazakhstan,84648,585,54404,29659,3/23/2026,1526,0,1833,0.69,64.27,1.08,73468,11180,15.22,3/29/2026,Europe,21083626,KAZ,319770,60.7,Healthcare Priority,AstraZeneca,2,4/12/2021,87
Kenya,17975,285,7833,9857,3/30/2026,372,5,90,1.59,43.58,3.64,13771,4204,30.53,3/29/2026,Africa,58636412,KEN,140871,62.2,Mandatory,Moderna,2,8/14/2022,33
Kosovo,7413,185,4027,3201,4/2/2026,496,16,274,2.5,54.32,4.59,5877,1536,26.14,3/29/2026,Europe,1773449,KXK,14097,,Mandatory,Pfizer,2,6/18/2021,77
Kuwait,64379,438,55057,8884,3/25/2026,606,5,684,0.68,85.52,0.8,59763,4616,7.72,3/29/2026,Eastern Mediterranean,5102773,KWT,162895,58.6,Voluntary,Moderna,2,7/23/2021,37
Kyrgyzstan,33296,1301,21205,10790,3/24/2026,483,24,817,3.91,63.69,6.14,27143,6153,22.67,3/29/2026,Europe,7400465,KGZ,21563,,Voluntary,AstraZeneca,2,2/5/2022,21
Kyrgyzstan,33296,1301,21205,10790,4/2/2026,483,24,817,3.91,63.69,6.14,27143,6153,22.67,3/29/2026,Europe,7400465,KGZ,21563,,Recommended,Moderna,2,11/2/2021,95
Kyrgyzstan,33296,1301,21205,10790,3/28/2026,483,24,817,3.91,63.69,6.14,27143,6153,22.67,3/29/2026,Europe,7400465,KGZ,21563,,Voluntary,Pfizer,2,3/4/2021,55
Kyrgyzstan,33296,1301,21205,10790,3/30/2026,483,24,817,3.91,63.69,6.14,27143,6153,22.67,3/29/2026,Europe,7400465,KGZ,21563,,Mandatory,Sinovac,2,1/22/2021,31
Laos,20,0,19,1,4/2/2026,0,0,0,0,95,0,19,1,5.26,3/29/2026,Western Pacific,7974017,LAO,17781,,Age-Based Priority,AstraZeneca,2,3/27/2021,22
Laos,20,0,19,1,3/28/2026,0,0,0,0,95,0,19,1,5.26,3/29/2026,Western Pacific,7974017,LAO,17781,,Age-Based Priority,Johnson&Johnson,1,11/26/2021,42
Laos,20,0,19,1,3/23/2026,0,0,0,0,95,0,19,1,5.26,3/29/2026,Western Pacific,7974017,LAO,17781,,Age-Based Priority,Moderna,2,3/22/2021,81
Latvia,1219,31,1045,143,3/29/2026,0,0,0,2.54,85.73,2.97,1192,27,2.27,3/29/2026,Europe,1835935,LVA,52248,63.6,Mandatory,Johnson&Johnson,1,5/3/2021,22
Lebanon,3882,51,1709,2122,4/3/2026,132,0,17,1.31,44.02,2.98,2905,977,33.63,3/29/2026,Eastern Mediterranean,5897467,LBN,28280,63.7,Voluntary,Sinovac,2,12/9/2022,19
Lebanon,3882,51,1709,2122,3/22/2026,132,0,17,1.31,44.02,2.98,2905,977,33.63,3/29/2026,Eastern Mediterranean,5897467,LBN,28280,63.7,Voluntary,Johnson&Johnson,1,4/6/2021,51
Lesotho,505,12,128,365,3/25/2026,0,0,0,2.38,25.35,9.38,359,146,40.67,3/29/2026,Africa,2389336,LSO,2474,,Voluntary,AstraZeneca,2,7/18/2022,20
Liberia,1167,72,646,449,3/29/2026,5,0,5,6.17,55.36,11.15,1107,60,5.42,3/29/2026,Africa,5853949,LBR,5594,,Recommended,Moderna,2,7/19/2021,87
Libya,2827,64,577,2186,3/28/2026,158,4,24,2.26,20.41,11.09,1980,847,42.78,3/29/2026,Eastern Mediterranean,7539851,LBY,49164,,Age-Based Priority,Pfizer,2,4/17/2022,17
Libya,2827,64,577,2186,3/31/2026,158,4,24,2.26,20.41,11.09,1980,847,42.78,3/29/2026,Eastern Mediterranean,7539851,LBY,49164,,Healthcare Priority,AstraZeneca,2,7/31/2022,42
Libya,2827,64,577,2186,3/27/2026,158,4,24,2.26,20.41,11.09,1980,847,42.78,3/29/2026,Eastern Mediterranean,7539851,LBY,49164,,Voluntary,Johnson&Johnson,1,4/19/2021,90
Liechtenstein,86,1,81,4,3/26/2026,0,0,0,1.16,94.19,1.23,86,0,0,3/29/2026,Europe,40368,LIE,10116,,Healthcare Priority,Moderna,2,11/16/2021,62
Liechtenstein,86,1,81,4,4/3/2026,0,0,0,1.16,94.19,1.23,86,0,0,3/29/2026,Europe,40368,LIE,10116,,Age-Based Priority,Sinovac,2,2/28/2021,51
Liechtenstein,86,1,81,4,3/25/2026,0,0,0,1.16,94.19,1.23,86,0,0,3/29/2026,Europe,40368,LIE,10116,,Healthcare Priority,Pfizer,2,9/21/2022,16
Liechtenstein,86,1,81,4,3/22/2026,0,0,0,1.16,94.19,1.23,86,0,0,3/29/2026,Europe,40368,LIE,10116,,Mandatory,AstraZeneca,2,8/1/2021,14
Lithuania,2019,80,1620,319,3/29/2026,11,0,4,3.96,80.24,4.94,1947,72,3.7,3/29/2026,Europe,2797338,LTU,104651,75.4,Age-Based Priority,Sinovac,2,2/27/2021,55
Lithuania,2019,80,1620,319,3/31/2026,11,0,4,3.96,80.24,4.94,1947,72,3.7,3/29/2026,Europe,2797338,LTU,104651,75.4,Voluntary,Moderna,2,4/12/2022,12
Lithuania,2019,80,1620,319,3/27/2026,11,0,4,3.96,80.24,4.94,1947,72,3.7,3/29/2026,Europe,2797338,LTU,104651,75.4,Recommended,Pfizer,2,2/14/2021,73
Lithuania,2019,80,1620,319,3/30/2026,11,0,4,3.96,80.24,4.94,1947,72,3.7,3/29/2026,Europe,2797338,LTU,104651,75.4,Healthcare Priority,Johnson&Johnson,1,2/12/2021,26
Luxembourg,6321,112,4825,1384,3/22/2026,49,0,178,1.77,76.33,2.32,5639,682,12.09,3/29/2026,Europe,687448,LUX,107758,74.2,Recommended,Moderna,2,1/11/2021,10
Madagascar,9690,91,6260,3339,4/3/2026,395,6,681,0.94,64.6,1.45,7153,2537,35.47,3/29/2026,Africa,33522052,MDG,21091,,Voluntary,AstraZeneca,2,3/1/2021,43
Madagascar,9690,91,6260,3339,3/25/2026,395,6,681,0.94,64.6,1.45,7153,2537,35.47,3/29/2026,Africa,33522052,MDG,21091,,Voluntary,Johnson&Johnson,1,8/27/2021,29
Madagascar,9690,91,6260,3339,3/31/2026,395,6,681,0.94,64.6,1.45,7153,2537,35.47,3/29/2026,Africa,33522052,MDG,21091,,Healthcare Priority,Pfizer,2,12/5/2022,33
Malawi,3664,99,1645,1920,4/3/2026,24,0,6,2.7,44.9,6.02,2992,672,22.46,3/29/2026,Africa,22785535,MWI,17855,,Mandatory,Moderna,2,2/26/2021,47
Malawi,3664,99,1645,1920,4/1/2026,24,0,6,2.7,44.9,6.02,2992,672,22.46,3/29/2026,Africa,22785535,MWI,17855,,Age-Based Priority,Pfizer,2,10/5/2022,57
Malawi,3664,99,1645,1920,3/30/2026,24,0,6,2.7,44.9,6.02,2992,672,22.46,3/29/2026,Africa,22785535,MWI,17855,,Healthcare Priority,Johnson&Johnson,1,6/30/2022,57
Malaysia,8904,124,8601,179,3/27/2026,7,0,1,1.39,96.6,1.44,8800,104,1.18,3/29/2026,Western Pacific,36385115,MYS,505364,70.7,Age-Based Priority,Johnson&Johnson,1,11/5/2022,74
Malaysia,8904,124,8601,179,3/25/2026,7,0,1,1.39,96.6,1.44,8800,104,1.18,3/29/2026,Western Pacific,36385115,MYS,505364,70.7,Voluntary,AstraZeneca,2,1/26/2021,59
Maldives,3369,15,2547,807,4/3/2026,67,0,19,0.45,75.6,0.59,2999,370,12.34,3/29/2026,South-East Asia,531517,MDV,8221,,Healthcare Priority,Sinovac,2,8/6/2021,59
Maldives,3369,15,2547,807,3/30/2026,67,0,19,0.45,75.6,0.59,2999,370,12.34,3/29/2026,South-East Asia,531517,MDV,8221,,Mandatory,Moderna,2,10/14/2021,28
Mali,2513,124,1913,476,3/22/2026,3,1,2,4.93,76.12,6.48,2475,38,1.54,3/29/2026,Africa,25932275,MLI,28478,,Age-Based Priority,Pfizer,2,1/16/2021,93
Malta,701,9,665,27,4/3/2026,1,0,0,1.28,94.86,1.35,677,24,3.55,3/29/2026,Europe,549011,MLT,30437,53.3,Recommended,Johnson&Johnson,1,5/25/2021,13
Malta,701,9,665,27,3/31/2026,1,0,0,1.28,94.86,1.35,677,24,3.55,3/29/2026,Europe,549011,MLT,30437,53.3,Recommended,AstraZeneca,2,12/10/2021,55
Mauritania,6208,156,4653,1399,3/24/2026,37,0,223,2.51,74.95,3.35,5923,285,4.81,3/29/2026,Africa,5461319,MRT,12854,,Voluntary,Johnson&Johnson,1,9/9/2022,20
Mauritania,6208,156,4653,1399,3/23/2026,37,0,223,2.51,74.95,3.35,5923,285,4.81,3/29/2026,Africa,5461319,MRT,12854,,Age-Based Priority,Sinovac,2,3/8/2022,18
